# Actions and States
# action[0], ..., state[0], ..., command[0], ...
-0.5518238544 0.1302359253 0.0501574874 0.0814515054 0.1687407345 -0.2521222429 -0.0410254769 -0.2093470814 0.0000000000 0.0000000000 0.0000000000 0.8649003492 0.5019436083 0.0000000000 -0.5019436083 0.8649003492 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000050707 -0.0000008251 -0.0000042104 -0.0001664357 -0.0000004161 -0.2480820119 -0.0403680503 -0.2059923112 0.4007691443 0.0652133897 0.3327744901 0.8647332096 0.5022314966 0.0000000000 0.0000000000 0.0000000000 0.0332907345
-0.5740163922 0.1054199859 0.0489256531 0.0815786943 0.1508120596 -0.2521222427 -0.0410254797 -0.2092822083 0.0000001871 -0.0000019066 0.0259492575 0.8648346172 0.5020568518 0.0000487939 -0.5020568541 0.8648346107 0.0001069428 0.0000114927 -0.0001169851 0.9999999931 0.0427786306 -0.0195104516 0.0523760986 -0.0000202418 -0.0000032938 -0.0000166454 -0.0002019460 -0.0000013370 -0.2460862398 -0.0400432944 -0.2043351382 0.3975450397 0.0646887571 0.3300973773 0.8646495999 0.5023754219 0.0000488333 0.0000000000 0.0000000000 0.0332886456
-0.6009554267 0.0777586773 0.0455339625 0.0824534148 0.1298595965 -0.2521222367 -0.0410255371 -0.2090632223 0.0000023646 -0.0000215070 0.0551578210 0.8646114397 0.5024410618 0.0001942630 -0.5024410951 0.8646113176 0.0004640810 0.0000652114 -0.0004988554 0.9999998734 0.0894042841 -0.0337519940 0.1122763474 -0.0000454318 -0.0000073928 -0.0000366898 0.0000760111 -0.0000016516 -0.2441065162 -0.0397211537 -0.2026913017 0.3943468630 0.0641683489 0.3274418116 0.8645659778 0.5025192479 0.0001943049 0.0000000000 0.0000000000 0.0332733592
-0.6285519600 0.0544867441 0.0413603373 0.0842875913 0.1112526208 -0.2521222042 -0.0410257869 -0.2087120245 0.0000103293 -0.0000740353 0.0796409609 0.8642491621 0.5030638584 0.0003743801 -0.5030639609 0.8642485748 0.0010257752 0.0001924730 -0.0010748625 0.9999994038 0.1263738265 -0.0357399772 0.1642751080 -0.0000805593 -0.0000131098 -0.0000635605 0.0006303515 0.0000001147 -0.2421427220 -0.0394016057 -0.2010606974 0.3911744058 0.0636521280 0.3248075843 0.8644823790 0.5026628461 0.0003739041 0.0000000000 0.0000000000 0.0332434567
-0.6499618292 0.0367993452 0.0353772752 0.0862921774 0.0949125588 -0.2521221020 -0.0410264170 -0.2082533443 0.0000290047 -0.0001661841 0.0991304125 0.8637668533 0.5038913938 0.0005351909 -0.5038915055 0.8637651914 0.0017449328 0.0004169774 -0.0017768932 0.9999983344 0.1544691664 -0.0281420892 0.2088696272 -0.0001255439 -0.0000204329 -0.0000965915 0.0014222753 0.0000052464 -0.2401947379 -0.0390846245 -0.1994431913 0.3880274892 0.0631400570 0.3221945763 0.8643988471 0.5028061902 0.0005329990 0.0000000000 0.0000000000 0.0332083282
-0.6663913727 0.0235220008 0.0286674164 0.0882709697 0.0806048438 -0.2521218602 -0.0410276330 -0.2077100201 0.0000637759 -0.0003001506 0.1145021065 0.8631812479 0.5048937720 0.0006420303 -0.5048936244 0.8631777128 0.0025815200 0.0007492071 -0.0025524767 0.9999964618 0.1751680551 -0.0154655524 0.2469509988 -0.0001803050 -0.0000293516 -0.0001352361 0.0024174429 0.0000148451 -0.2382624149 -0.0387701988 -0.1978387088 0.3849058747 0.0626321062 0.3196025789 0.8643153955 0.5029493887 0.0006362176 0.0000000000 0.0000000000 0.0331791495
-0.6790110469 0.0135369599 0.0220658127 0.0900855660 0.0681040362 -0.2521213827 -0.0410296450 -0.2070997048 0.0001197724 -0.0004761288 0.1267053780 0.8625069282 0.5060447956 0.0006809516 -0.5060438657 0.8625006298 0.0035027855 0.0011852452 -0.0033657681 0.9999936334 0.1898398977 -0.0011777148 0.2793299597 -0.0002447625 -0.0000398565 -0.0001790499 0.0035857062 0.0000298504 -0.2363456339 -0.0384582989 -0.1962471306 0.3818093836 0.0621282421 0.3170314431 0.8642319817 0.5030926225 0.0006689706 0.0000000000 0.0000000000 0.0331635225
-0.6887184381 0.0060082995 0.0160224289 0.0916708708 0.0572008677 -0.2521205500 -0.0410326613 -0.2064359498 0.0002014258 -0.0006933984 0.1364754429 0.8617565904 0.5073215504 0.0006507264 -0.5073190751 0.8617466364 0.0044822615 0.0017131865 -0.0041927443 0.9999897429 0.1996471681 0.0127379016 0.3067270413 -0.0003188366 -0.0000519392 -0.0002276666 0.0049006725 0.0000510608 -0.2344442755 -0.0381489061 -0.1946683675 0.3787377775 0.0616284311 0.3144809604 0.8641485133 0.5032360822 0.0006294991 0.0000000000 0.0000000000 0.0331647534
-0.6962000728 0.0003233701 0.0107287820 0.0930094346 0.0477042235 -0.2521192223 -0.0410368850 -0.2057291696 0.0003123763 -0.0009508852 0.1443743940 0.8609412923 0.5087040212 0.0005567598 -0.5086990451 0.8609268526 0.0054987209 0.0023178920 -0.0050172991 0.9999847269 0.2055561330 0.0253000037 0.3297787014 -0.0004024472 -0.0000655928 -0.0002807805 0.0063392892 0.0000791506 -0.2325582206 -0.0378420055 -0.1931022853 0.3756909072 0.0611326434 0.3119510412 0.8640648688 0.5033799320 0.0005228066 0.0000000000 0.0000000000 0.0331828420
-0.7019808292 -0.0039679124 0.0062275021 0.0941098854 0.0394420363 -0.2521172443 -0.0410425137 -0.2049873811 0.0004555210 -0.0012473934 0.1508318249 0.8600706729 0.5101747463 0.0004073607 -0.5101661835 0.8600510193 0.0065352483 0.0029837676 -0.0058285970 0.9999785621 0.2083608401 0.0361228549 0.3490447969 -0.0004955141 -0.0000808111 -0.0003381325 0.0078814607 0.0001146862 -0.2306873202 -0.0375375748 -0.1915488094 0.3726685345 0.0606408417 0.3094414473 0.8639809201 0.5035242943 0.0003569296 0.0000000000 0.0000000000 0.0332157508
-0.7064626217 -0.0071984627 0.0024810382 0.0949933454 0.0322602466 -0.2521144481 -0.0410497388 -0.2042167689 0.0006331000 -0.0015816852 0.1561760184 0.8591531420 0.5117185103 0.0002116129 -0.5117052046 0.8591276685 0.0075784426 0.0036962268 -0.0066193262 0.9999712608 0.2087085756 0.0451536294 0.3650164000 -0.0005979571 -0.0000975891 -0.0003994997 0.0095096920 0.0001581398 -0.2288314849 -0.0372355916 -0.1900078356 0.3696704805 0.0601529963 0.3069520295 0.8638965497 0.5036692483 0.0001407975 0.0000000000 0.0000000000 0.0332604520
-0.7099532485 -0.0096159820 -0.0005863010 0.0956864208 0.0260227565 -0.2521106562 -0.0410587454 -0.2034221176 0.0008467866 -0.0019524949 0.1606577119 0.8581960449 0.5133220706 -0.0000217643 -0.5133028483 0.8581642735 0.0086177490 0.0044423581 -0.0073845464 0.9999628663 0.2071238611 0.0525117276 0.3781232145 -0.0007096955 -0.0001159229 -0.0004646868 0.0112087736 0.0002099019 -0.2269905806 -0.0369360372 -0.1884792596 0.3666965663 0.0596690774 0.3044826686 0.8638116602 0.5038148355 -0.0001169210 0.0000000000 0.0000000000 0.0333136470
-0.7126876116 -0.0114061171 -0.0030631775 0.0962153673 0.0206094403 -0.2521056844 -0.0410697123 -0.2026071433 0.0010977678 -0.0023585237 0.1644682592 0.8572058012 0.5149739151 -0.0002849596 -0.5149476270 0.8571673800 0.0096449070 0.0052111336 -0.0081209309 0.9999534462 0.2040299711 0.0583934879 0.3887407630 -0.0008306485 -0.0001358097 -0.0005335206 0.0129654938 0.0002702915 -0.2251644880 -0.0366388932 -0.1869629771 0.3637465537 0.0591890477 0.3020331562 0.8637261777 0.5039610663 -0.0004083785 0.0000000000 0.0000000000 0.0333721980
-0.7148470283 -0.0127094174 -0.0050387550 0.0966050774 0.0159151219 -0.2520993437 -0.0410828114 -0.2017747468 0.0013868176 -0.0027984295 0.1677536574 0.8561880256 0.5166640479 -0.0005712709 -0.5166296007 0.8561427210 0.0106535001 0.0059933699 -0.0088262637 0.9999430867 0.1997676262 0.0630184437 0.3971968547 -0.0009607348 -0.0001572474 -0.0006058448 0.0147683928 0.0003395662 -0.2233530730 -0.0363441408 -0.1854588985 0.3608202934 0.0587128848 0.2996033728 0.8636400523 0.5041079285 -0.0007267661 0.0000000000 0.0000000000 0.0334333481
-0.7165701389 -0.0136323804 -0.0065954863 0.0968775898 0.0118474187 -0.2520914424 -0.0410982081 -0.2009272072 0.0017143580 -0.0032708201 0.1706249923 0.8551476305 0.5183838000 -0.0008751174 -0.5183401782 0.8550953180 0.0116385917 0.0067815662 -0.0094991056 0.9999318864 0.1946105103 0.0666002120 0.4037775157 -0.0010998731 -0.0001802350 -0.0006815165 0.0166075267 0.0004179298 -0.2215562463 -0.0360517576 -0.1839669198 0.3579175472 0.0582405515 0.2971931100 0.8635532549 0.5042553933 -0.0010663409 0.0000000000 0.0000000000 0.0334948064
-0.7179629207 -0.0142566068 -0.0078062019 0.0970518291 0.0083260396 -0.2520817875 -0.0411160604 -0.2000663319 0.0020805142 -0.0037742503 0.1731665953 0.8540889148 0.5201256625 -0.0011919552 -0.5200719425 0.8540295689 0.0125964315 0.0075696923 -0.0101385701 0.9999199514 0.1887783167 0.0693320886 0.4087321308 -0.0012479813 -0.0002047725 -0.0007604036 0.0184742846 0.0005055396 -0.2197738588 -0.0357617289 -0.1824869365 0.3550381660 0.0577720143 0.2948022485 0.8634657737 0.5044034210 -0.0014223546 0.0000000000 0.0000000000 0.0335547501
