# Actions and States
# action[0], ..., state[0], ..., command[0], ...
0.2497658432 -0.0748017132 0.4011219442 0.1199296191 0.1028994151 0.0313703353 0.2017320219 0.0000000000 0.0000000000 0.0000000000 0.9945873376 0.1039039360 0.0000000000 -0.1039039360 0.9945873376 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000032311 0.0000009851 0.0000063346 -0.0022001560 -0.0000055004 0.1003307477 0.0305872392 0.1966962069 -0.2536340952 -0.0773239210 -0.4972440302 0.9941204999 0.1082794144 0.0000000000 0.0000000000 0.0000000000 0.4400320014
0.3487275839 -0.0597695336 0.2704047561 0.1174351647 0.1028994751 0.0313703455 0.2020883822 0.0000399597 0.0000068279 0.1425441143 0.9945772731 0.1039964227 -0.0008899357 -0.1039965151 0.9945776599 -0.0000580149 0.0008790768 0.0001502505 0.9999996023 -0.0232257481 0.3558944713 0.0372210590 0.0000128840 0.0000039279 0.0000261494 -0.0043072342 -0.0000217682 0.0990705565 0.0302030519 0.1942256242 -0.2504483759 -0.0763527080 -0.4909984767 0.9938790793 0.1104662409 -0.0008902940 0.0000000000 0.0000000000 0.4400132110
0.4687659740 -0.0418371595 0.1319345832 0.1137547120 0.1029007801 0.0313705692 0.2033716283 0.0004967707 0.0000853239 0.3351181893 0.9945371524 0.1043171853 -0.0037117851 -0.1043188200 0.9945438762 -0.0002490182 0.0036655563 0.0006348669 0.9999930803 -0.0476765602 0.6839007723 0.0829226636 0.0000288810 0.0000088043 0.0000624940 -0.0061833644 -0.0000479913 0.0978261977 0.0298236907 0.1917860806 -0.2473026514 -0.0753936917 -0.4848313630 0.9936208000 0.1126504426 -0.0037137167 0.0000000000 0.0000000000 0.4398731979
0.5818209052 -0.0226347521 0.0438016430 0.1100961939 0.1029069275 0.0313716342 0.2056793799 0.0018669095 0.0003247557 0.5487476723 0.9944572140 0.1048582826 -0.0077194622 -0.1048655418 0.9944862623 -0.0005405720 0.0076202157 0.0013470813 0.9999700584 -0.0655535283 0.8593680908 0.1272059957 0.0000511573 0.0000155926 0.0001200901 -0.0078339651 -0.0000830259 0.0965974629 0.0294490959 0.1893771887 -0.2441964447 -0.0744467154 -0.4787417054 0.9933252917 0.1148282751 -0.0077242673 0.0000000000 0.0000000000 0.4395791044
0.6833076477 -0.0016204701 -0.0038239695 0.1066748798 0.1029236959 0.0313745811 0.2091181899 0.0045363408 0.0008013386 0.7831771871 0.9943320052 0.1056110417 -0.0122544389 -0.1056298448 0.9944051155 -0.0008956121 0.0120912902 0.0021849703 0.9999245105 -0.0762453599 0.9255800425 0.1700024081 0.0000796727 0.0000242756 0.0002041712 -0.0092659863 -0.0001257594 0.0953841656 0.0290792044 0.1869985461 -0.2411292493 -0.0735116452 -0.4727285504 0.9929808000 0.1169972087 -0.0122629801 0.0000000000 0.0000000000 0.4391939935
0.7686963081 0.0210783854 -0.0250658859 0.1024347171 0.1029583831 0.0313807700 0.2137865581 0.0087554771 0.0015701922 1.0364620188 0.9941614851 0.1065680972 -0.0169169188 -0.1066046984 0.9943006662 -0.0012741790 0.0166847168 0.0030701627 0.9998560868 -0.0790684250 0.9298723902 0.2114217681 0.0001144206 0.0000348422 0.0003204857 -0.0104865143 -0.0001751145 0.0941861048 0.0287139583 0.1846497655 -0.2381005734 -0.0725883096 -0.4667909145 0.9925867102 0.1191567797 -0.0169292952 0.0000000000 0.0000000000 0.4388299237
0.8087304235 0.0476793051 -0.0293162409 0.0687889084 0.1030191689 0.0313917622 0.2197707782 0.0146537233 0.0026611640 1.3058313630 0.9939484670 0.1077225225 -0.0215012325 -0.1077822032 0.9941731891 -0.0016330169 0.0212000361 0.0039405849 0.9997674881 -0.0733299897 0.9047662179 0.2512638685 0.0001554339 0.0000472892 0.0004752451 -0.0115034422 -0.0002300518 0.0930030942 0.0283533018 0.1823305041 -0.2351099551 -0.0716765746 -0.4609278440 0.9921482712 0.1213081360 -0.0215166071 0.0000000000 0.0000000000 0.4386187996
0.8439331055 0.0732703283 -0.0287247449 0.0359880477 0.1031143572 0.0314091445 0.2271318319 0.0221728869 0.0040594014 1.5840960548 0.9936987140 0.1090441631 -0.0259275193 -0.1091302503 0.9940255954 -0.0019246065 0.0255627507 0.0047419557 0.9996619727 -0.0576554458 0.8712477769 0.2803687466 0.0002027880 0.0000616212 0.0006750311 -0.0123489853 -0.0002896322 0.0918349475 0.0279971734 0.1800403744 -0.2321568877 -0.0707762912 -0.4551384151 0.9916716188 0.1234534698 -0.0259440351 0.0000000000 0.0000000000 0.4387164700
0.8740962744 0.0972573087 -0.0261080451 0.0045940182 0.1032519063 0.0314343732 0.2359041743 0.0312781602 0.0057384523 1.8688979150 0.9934210685 0.1104697114 -0.0301831672 -0.1105828156 0.9938646967 -0.0020989365 0.0297661154 0.0054228673 0.9995421806 -0.0320097115 0.8373959579 0.2967436307 0.0002565996 0.0000778511 0.0009266651 -0.0130895022 -0.0003531635 0.0906814635 0.0276455209 0.1777790040 -0.2292409241 -0.0698873177 -0.4494217336 0.9911614672 0.1255956975 -0.0301979406 0.0000000000 0.0000000000 0.4392506807
0.9008480310 0.1169708222 -0.0237042531 -0.0256876666 0.1034396770 0.0314687324 0.2461177633 0.0419448678 0.0076555708 2.1593226714 0.9931238621 0.1119381378 -0.0342760518 -0.1120755789 0.9936974472 -0.0021090524 0.0338239418 0.0059360586 0.9994101781 0.0030686302 0.8060807285 0.3009121770 0.0003170260 0.0000959987 0.0012371315 -0.0137896948 -0.0004202811 0.0895424709 0.0272982828 0.1755460352 -0.2263615727 -0.0690095052 -0.4437768459 0.9906213172 0.1277382791 -0.0342852018 0.0000000000 0.0000000000 0.4403195795
