# Actions and States
# action[0], ..., state[0], ..., command[0], ...
-0.7134252787 0.1323829591 0.1745072305 -0.0691011399 -0.0628105185 0.1774474555 -0.3330422863 0.0000000000 0.0000000000 0.0000000000 -0.6383035392 0.7697847699 0.0000000000 -0.7697847699 -0.6383035392 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0001570263 0.0004436186 -0.0008326057 0.1005384832 0.0002513462 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578175953 0.8299635717 0.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.7017909288 0.1234286651 0.1609704345 -0.0664338395 -0.0628105185 0.1774474545 -0.3329682784 0.0000000349 -0.0000008060 0.0296031510 -0.6382845412 0.7698005161 -0.0000991524 -0.7698005225 -0.6382845368 0.0000752168 -0.0000053855 0.0001243373 0.9999999923 0.0300874217 0.0396604417 -0.0098715914 -0.0004710749 0.0013308448 -0.0024976113 0.1005138009 0.0007539455 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578175947 0.8299635585 -0.0001061996 0.0000000000 0.0000000000 0.0000027565
-0.6898638010 0.1146345884 0.1479775757 -0.0638364032 -0.0628105178 0.1774474391 -0.3327477564 0.0000002800 -0.0000065609 0.0586056282 -0.6382282754 0.7698470739 -0.0003889247 -0.7698471719 -0.6382282072 0.0002957711 -0.0000205242 0.0004881821 0.9999998806 0.0581419793 0.0762426607 -0.0193621399 -0.0007851118 0.0022180378 -0.0041618180 0.1004406667 0.0012562060 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578175867 0.8299633683 -0.0004166221 0.0000000000 0.0000000000 0.0000209161
-0.6776566505 0.1060198769 0.1355355829 -0.0613046922 -0.0628105150 0.1774473719 -0.3323837616 0.0000009295 -0.0000223296 0.0869923201 -0.6381361749 0.7699230433 -0.0008542616 -0.7699235160 -0.6381358437 0.0006515544 -0.0000434882 0.0010734965 0.9999994229 0.0842019474 0.1098688391 -0.0284816261 -0.0010991330 0.0031051859 -0.0058244802 0.1003208478 0.0017578585 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578175555 0.8299625892 -0.0009152210 0.0000000000 0.0000000000 0.0000666052
-0.6651839018 0.0976032987 0.1236469373 -0.0588358231 -0.0628105076 0.1774471900 -0.3318794088 0.0000021556 -0.0000532453 0.1147487806 -0.6380096293 0.7700269607 -0.0014807392 -0.7700283810 -0.6380086281 0.0011326381 -0.0000725625 0.0018628452 0.9999982623 0.1083096022 0.1406629834 -0.0372394393 -0.0014131385 0.0039922893 -0.0074848887 0.1001560296 0.0022586741 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578174801 0.8299606162 -0.0015865675 0.0000000000 0.0000000000 0.0001486648
-0.6524608731 0.0893991515 0.1123107895 -0.0564268380 -0.0628104922 0.1774468045 -0.3312378836 0.0000041098 -0.0001044961 0.1418613181 -0.6378499888 0.7701573273 -0.0022545682 -0.7701606200 -0.6378476534 0.0017292981 -0.0001062395 0.0028394124 0.9999959632 0.1305111709 0.1687498934 -0.0456445568 -0.0017271282 0.0048793470 -0.0091423495 0.0999477803 0.0027584314 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578173386 0.8299567121 -0.0024158614 0.0000000000 0.0000000000 0.0002730451
-0.6395044327 0.0814215690 0.1015223339 -0.0540754423 -0.0628104650 0.1774461008 -0.3304624377 0.0000069228 -0.0001813085 0.1683170443 -0.6376585669 0.7703126314 -0.0031625933 -0.7703191102 -0.6376539451 0.0024320350 -0.0001432128 0.0039870140 0.9999920416 0.1508558491 0.1942543848 -0.0537055337 -0.0020411019 0.0057663573 -0.0107961847 0.0996976447 0.0032569180 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578171099 0.8299500599 -0.0033889360 0.0000000000 0.0000000000 0.0004431793
-0.6263331175 0.0736814439 0.0912753642 -0.0517799854 -0.0628104213 0.1774449379 -0.3295563853 0.0000107066 -0.0002889302 0.1941039558 -0.6374366438 0.7704913691 -0.0041922873 -0.7705027527 -0.6374284783 0.0032315927 -0.0001823690 0.0052901046 0.9999859907 0.1693957952 0.2173003720 -0.0614305969 -0.0023550601 0.0066533186 -0.0124457330 0.0994070624 0.0037539279 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578167760 0.8299398069 -0.0044922598 0.0000000000 0.0000000000 0.0006603373
-0.6129662395 0.0661883503 0.0815595910 -0.0495396443 -0.0628103560 0.1774431484 -0.3285230979 0.0000155552 -0.0004326104 0.2192110228 -0.6371854681 0.7706920602 -0.0053317442 -0.7707104706 -0.6371721937 0.0041189745 -0.0002227782 0.0067337817 0.9999773030 0.1861854228 0.2380105307 -0.0688277377 -0.0026690022 0.0075402288 -0.0140903508 0.0990774845 0.0042492627 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578163225 0.8299251012 -0.0057129335 0.0000000000 0.0000000000 0.0009239553
-0.5994231105 0.0589502826 0.0723644271 -0.0473530553 -0.0628102637 0.1774405390 -0.3273659999 0.0000215466 -0.0006175793 0.2436282297 -0.6369062581 0.7709132622 -0.0065696676 -0.7709412097 -0.6368860097 0.0050854555 -0.0002636843 0.0083037860 0.9999654882 0.2012811282 0.2565053533 -0.0759048297 -0.0029829280 0.0084270835 -0.0157294087 0.0987102804 0.0047427316 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.5578157392 0.8299051220 -0.0070386847 0.0000000000 0.0000000000 0.0012319415
